FUENTE DE FINANCIAMIENTO,PROYECTO,CAPITULO,PARTIDA,DIVISION,DEPARTAMENTO,DESCRIPCION,INICIAL,ADECUACIONES,TRANSFERENCIAS,MODIFICADO,PRECOMPROMETIDO,COMPROMISO,GASTO,DISPONIBLE
Remanentes,52101033,SG,3390102,DCBI,ODCBI,Subcontratación de Servicios Profesionales con Terceros Personas Morales,0,81440,-62880,18560,0,0,18560,0
Remanentes,52101033,SG,3790101,DCBI,ODCBI,Gastos para operativos en trabajos de campo,0,15000,-15000,0,0,0,0,0
Subsidio federal,52101035,MS,2110101,DCBI,ODCBI,Papeleria y Articulos de Oficina,200000,0,-165789.28,34210.72,0,0,34210.72,0
Subsidio federal,52101035,MS,2550101,DCBI,ODCBI,"Materiales, accesorios y suministros de laboratorio",200000,0,-193766.28,6233.72,0,0,6233.72,0
Subsidio federal,52101035,BMII,5690201,DCBI,ODCBI,Otros bienes muebles,0,0,118900,118900,0,0,118320,580
Remanentes,52101036,MS,2110101,DCBI,ODCBI,Papeleria y Articulos de Oficina,0,0,296278,296278,0,0,247475.56,48802.44
Remanentes,52101036,MS,2460101,DCBI,ODCBI,Material eléctrico y electrónico,0,0,539325.91,539325.91,0,0,209789.23,329536.68
Remanentes,52101036,SG,3330101,DCBI,ODCBI,Servicios Profesionales Personas Físicas para servicios de desarrollo de aplicaciones informaticas,0,0,190000,190000,0,0,0,190000
Remanentes,52101036,SG,3710601,DCBI,ODCBI,Pasaje aéreos internacionales,0,0,79469,79469,0,0,0,79469
Remanentes,52101036,SG,3760201,DCBI,ODCBI,Viáticos en el extranjero,0,0,8000,8000,0,0,0,8000
Remanentes,52101036,SG,3830101,DCBI,ODCBI,Colaboración para Eventos,0,0,22831,22831,0,0,0,22831
Remanentes,52101036,BMII,5150101,DCBI,ODCBI,Equipo de cómputo y de tecnologías de la información,0,0,60000,60000,0,0,0,60000
Remanentes,52101038,MS,2110101,DCBI,ODCBI,Papeleria y Articulos de Oficina,0,0,40000,40000,0,0,942.77,39057.23
Remanentes,52101038,SG,3270101,DCBI,ODCBI,"Patentes, derechos de autor, regalías y otros",0,0,30000,30000,0,0,0,30000
Remanentes,52101038,SG,3330101,DCBI,ODCBI,Servicios Profesionales Personas Físicas para servicios de desarrollo de aplicaciones informaticas,0,0,300000,300000,0,160000,210000,90000
Remanentes,52101038,SG,3340101,DCBI,ODCBI,Servicios Profesionales Personas Físicas para servicios de capacitacion,0,0,300000,300000,25000,41760,66760,233240
Remanentes,52101038,BMII,5150101,DCBI,ODCBI,Equipo de cómputo y de tecnologías de la información,0,0,200000,200000,95990,0,199665,335
Remanentes,52101039,MS,2210401,DCBI,ODCBI,Productos alimenticios para el personal en las instalaciones,0,0,8500,8500,0,0,1494.26,7005.74
Subsidio federal,52199001,SP,1330101,DCBI,ODCBI,Tiempo Extraordinario,20000,0,0,20000,1745.76,0,6601.66,13398.34
Subsidio federal,52201003,MS,2150203,DCBI,SADCBI,Libros adquiridos,350000,0,0,350000,0,0,0,350000
Subsidio federal,52201004,SG,3520101,DCBI,SADCBI,Mantenimiento y conservación de mobiliario y equipo de administración,350000,0,-345309.26,4690.74,0,0,0,4690.74
Subsidio federal,52201004,SG,3530102,DCBI,SADCBI,Mantenimiento a Software,150000,0,0,150000,0,0,0,150000
Subsidio federal,52301028,MS,2110101,DCBI,DPP,Papeleria y Articulos de Oficina,48000,0,-14399,33601,0,0,23969.55,9631.45
Subsidio federal,52301028,MS,2120101,DCBI,DPP,"Materiales y útiles de impresión, reproducción y encuadernación",0,0,2500,2500,0,0,2030,470
Subsidio federal,52301028,MS,2460101,DCBI,DPP,Material eléctrico y electrónico,40000,0,1252.8,41252.8,3363.48,0,22989.52,18263.28
Subsidio federal,52301029,MS,2210401,DCBI,DPP,Productos alimenticios para el personal en las instalaciones,6000,0,-3563,2437,0,0,0,2437
Subsidio federal,52301029,MS,2610301,DCBI,DPP,"Combustibles, lubricantes y aditivos",4500,0,-2502.06,1997.94,0,0,0,1997.94
Subsidio federal,52301029,SG,3270101,DCBI,DPP,"Patentes, derechos de autor, regalías y otros",1500,0,0,1500,0,0,1200,300
Subsidio federal,52301029,SG,3720402,DCBI,DPP,Peajes,9000,0,-3676,5324,0,0,0,5324
Subsidio federal,52301029,SG,3830101,DCBI,DPP,Colaboración para Eventos,10000,0,0,10000,0,0,9344.38,655.62
Subsidio federal,52301030,MS,2460101,DCBI,DPP,Material eléctrico y electrónico,10000,0,0,10000,0,0,9995.72,4.28
Subsidio federal,52301030,MS,2920101,DCBI,DPP,Refacciones y Accesorios Menores de edificios,6000,0,0,6000,0,0,5788.4,211.6
Subsidio federal,52301030,MS,2940101,DCBI,DPP,Refacciones y Accesorios para equipo de cómputo,25000,0,0,25000,0,0,15239.66,9760.34
Subsidio federal,52301030,BMII,5150101,DCBI,DPP,Equipo de cómputo y de tecnologías de la información,210000,0,0,210000,0,0,206120.4,3879.6
Subsidio federal,52301031,MS,2110101,DCBI,DPP,Papeleria y Articulos de Oficina,28500,0,-28000,500,0,0,0,500
Subsidio federal,52301031,MS,2940101,DCBI,DPP,Refacciones y Accesorios para equipo de cómputo,19500,0,28000,47500,0,0,47093.68,406.32
Subsidio federal,52301031,SG,3830101,DCBI,DPP,Colaboración para Eventos,50000,0,0,50000,0,0,0,50000
Subsidio federal,52301031,BMII,5150101,DCBI,DPP,Equipo de cómputo y de tecnologías de la información,267000,0,8500,275500,0,0,259260,16240
Subsidio federal,52401010,MS,2110101,DCBI,DRT,Papeleria y Articulos de Oficina,50000,0,-6692.16,43307.84,0,433.49,43307.84,0
Subsidio federal,52401010,MS,2120101,DCBI,DRT,"Materiales y útiles de impresión, reproducción y encuadernación",0,0,4210.8,4210.8,0,0,4210.8,0
Subsidio federal,52401010,MS,2920101,DCBI,DRT,Refacciones y Accesorios Menores de edificios,2000,0,-2000,0,0,0,0,0
Subsidio federal,52401010,MS,2940101,DCBI,DRT,Refacciones y Accesorios para equipo de cómputo,0,0,2134.4,2134.4,0,0,2134.4,0
Subsidio federal,52401010,SG,3540101,DCBI,DRT,"Instalación, reparación y mantenimiento de equipo e instrumental médico y de laboratorio",90000,0,-15412,74588,0,0,74588,0
Subsidio federal,52401010,SG,3570101,DCBI,DRT,Mantenimiento y conservación de maquinaria y equipo,50000,0,39792.96,89792.96,0,0,32091.98,57700.98
Subsidio federal,52401010,SG,3580101,DCBI,DRT,"Servicio de lavandería, limpieza e higiene",10000,0,-10000,0,0,0,0,0
Subsidio federal,52401013,MS,2110101,DCBI,DRT,Papeleria y Articulos de Oficina,40000,0,-40000,0,0,0,0,0
Subsidio federal,52401013,MS,2550101,DCBI,DRT,"Materiales, accesorios y suministros de laboratorio",71100,0,-43404,27696,0,0,16931.36,10764.64
Subsidio federal,52401013,SG,3530102,DCBI,DRT,Mantenimiento a Software,150000,0,0,150000,0,0,0,150000
Subsidio federal,52401013,SG,3720402,DCBI,DRT,Peajes,10000,0,-1603,8397,0,0,0,8397
Subsidio federal,52401013,BMII,5310101,DCBI,DRT,Equipo médico y de laboratorio,15400,0,-15400,0,0,0,0,0
Subsidio federal,52401013,BMII,5690201,DCBI,DRT,Otros bienes muebles,0,0,86770,86770,86768,0,86768,2
Subsidio federal,52401022,MS,2460101,DCBI,DRT,Material eléctrico y electrónico,130000,0,-109916.44,20083.56,3592.28,0,3592.28,16491.28
Subsidio federal,52401022,SG,3190201,DCBI,DRT,Contratación de otros servicios,45000,0,0,45000,0,0,0,45000
Subsidio federal,52401022,SG,3510101,DCBI,DRT,Mantenimiento de Infraestructura Física (terceros),35000,0,-26104.73,8895.27,0,0,0,8895.27
Subsidio federal,52401022,BMII,5310101,DCBI,DRT,Equipo médico y de laboratorio,0,0,109916.44,109916.44,109916.44,0,109916.44,0
Remanentes,52401025,MS,2110101,DCBI,DRT,Papeleria y Articulos de Oficina,0,500000,-500000,0,0,0,0,0
Remanentes,52401025,MS,2550101,DCBI,DRT,"Materiales, accesorios y suministros de laboratorio",0,0,149147,149147,0,0,30339.8,118807.2
Remanentes,52401025,SG,3310105,DCBI,DRT,Servicios de personas físicas con actividad empresarial,0,0,114000,114000,0,0,0,114000
Remanentes,52401025,BMII,5150101,DCBI,DRT,Equipo de cómputo y de tecnologías de la información,0,0,31967.88,31967.88,0,0,0,31967.88
Remanentes,52401025,BMII,5310190,DCBI,DRT,Equipo de laboratorio,0,0,204885.12,204885.12,0,0,0,204885.12
Remanentes,52401027,MS,2110101,DCBI,DRT,Papeleria y Articulos de Oficina,0,52657.48,0,52657.48,0,0,0,52657.48
Subsidio federal,52403004,MS,2140101,DCBI,DRT,Materiales y útiles para el procesamiento en equipos y bienes informáticos,1800,0,-1800,0,0,0,0,0
Subsidio federal,52403004,MS,2550101,DCBI,DRT,"Materiales, accesorios y suministros de laboratorio",7700,0,3978.7,11678.7,4391.76,0,11678.7,0
Subsidio federal,52403004,MS,2950101,DCBI,DRT,Refacciones y Accesorios Menores de Equipo e Instrumental Médico y de Laboratorio,18000,0,-18000,0,0,0,0,0
Subsidio federal,52403004,SG,3530101,DCBI,DRT,Mantenimiento y conservación de bienes informáticos,10500,0,-10500,0,0,0,0,0
Subsidio federal,52403004,SG,3540101,DCBI,DRT,"Instalación, reparación y mantenimiento de equipo e instrumental médico y de laboratorio",2500,0,-2500,0,0,0,0,0
Subsidio federal,52403004,BMII,5310101,DCBI,DRT,Equipo médico y de laboratorio,19500,0,12810,32310,0,0,31635.52,674.48
Subsidio federal,52403004,BMII,5690201,DCBI,DRT,Otros bienes muebles,0,0,16011.3,16011.3,15981.32,0,15981.32,29.98
Subsidio federal,52404003,MS,2940101,DCBI,DRT,Refacciones y Accesorios para equipo de cómputo,61500,0,-25300,36200,2813,0,32845.4,3354.6
Subsidio federal,52404003,BMII,5150101,DCBI,DRT,Equipo de cómputo y de tecnologías de la información,0,0,25300,25300,0,0,8560.8,16739.2
Subsidio federal,52404006,MS,2110101,DCBI,DRT,Papeleria y Articulos de Oficina,20000,0,-10417.28,9582.72,0,0,0,9582.72
Subsidio federal,52404006,SG,3610101,DCBI,DRT,Difusión de mensajes sobre programas y actividades institucionales.,0,0,9570,9570,0,0,9570,0
Subsidio federal,52404006,SG,3710601,DCBI,DRT,Pasaje aéreos internacionales,15000,0,-15000,0,0,0,0,0
Subsidio federal,52404006,SG,3720401,DCBI,DRT,Pasajes terrestres nacionales,10000,0,0,10000,0,0,0,10000
Subsidio federal,52404006,SG,3750401,DCBI,DRT,Viáticos en Territorio Nacional,6000,0,0,6000,0,0,0,6000
Subsidio federal,52404006,SG,3760201,DCBI,DRT,Viáticos en el extranjero,14000,0,0,14000,0,0,0,14000
Subsidio federal,52404006,SG,3790102,DCBI,DRT,Gastos de transportación para alumnos e invitados,0,0,14330,14330,0,0,12000,2330
Subsidio federal,52404006,SG,3790103,DCBI,DRT,Gastos de alimentación y  hospedaje  para alumnos e invitados,0,0,7680,7680,0,7680,7680,0
Subsidio federal,52404006,SG,3830101,DCBI,DRT,Colaboración para Eventos,35000,0,-7680,27320,0,0,26864.87,455.13
Subsidio federal,52501011,MS,2110101,DCBI,DSIC,Papeleria y Articulos de Oficina,40300,0,-19200,21100,0,0,17035.76,4064.24
Subsidio federal,52501011,MS,2140101,DCBI,DSIC,Materiales y útiles para el procesamiento en equipos y bienes informáticos,0,0,0,0,0,0,0,0
Subsidio federal,52501011,MS,2460101,DCBI,DSIC,Material eléctrico y electrónico,21000,0,10600,31600,5857.93,0,27077.76,4522.24
Subsidio federal,52501011,MS,2550101,DCBI,DSIC,"Materiales, accesorios y suministros de laboratorio",0,0,3600,3600,0,0,3456.8,143.2
Subsidio federal,52501011,MS,2940101,DCBI,DSIC,Refacciones y Accesorios para equipo de cómputo,33000,0,5750,38750,2479.5,0,38448.43,301.57
Subsidio federal,52501012,SG,3610101,DCBI,DSIC,Difusión de mensajes sobre programas y actividades institucionales.,17200,0,0,17200,0,0,0,17200
Subsidio federal,52501012,SG,3830101,DCBI,DSIC,Colaboración para Eventos,137500,0,-19950,117550,0,0,42443.57,75106.43
Subsidio federal,52501014,MS,2910101,DCBI,DSIC,Herramientas Menores,7000,0,0,7000,1157.68,0,1157.68,5842.32
Subsidio federal,52501014,BMII,5110101,DCBI,DSIC,Mobiliario,57600,0,-1082.06,56517.94,0,0,55058.24,1459.7
Subsidio federal,52501014,BMII,5150101,DCBI,DSIC,Equipo de cómputo y de tecnologías de la información,226400,0,-55716.44,170683.56,105439.36,0,167876.36,2807.2
Subsidio federal,52501014,BMII,5650101,DCBI,DSIC,Equipos y aparatos de comunicación y telecomunicaciones,220000,0,46000,266000,264164.48,0,264164.48,1835.52
Subsidio federal,52501014,BMII,5690201,DCBI,DSIC,Otros bienes muebles,0,0,10798.5,10798.5,0,0,10171.75,626.75
Subsidio federal,52502008,SG,3830101,DCBI,DSIC,Colaboración para Eventos,50000,0,0,50000,0,0,4150.38,45849.62
Subsidio federal,53101012,MS,2150203,DCSH,ODCSH,Libros adquiridos,350000,0,0,350000,175000,0,306250,43750
Subsidio federal,53101012,SG,3510101,DCSH,ODCSH,Mantenimiento de Infraestructura Física (terceros),500000,0,-24764.2,475235.8,0,0,0,475235.8
Subsidio federal,53101012,TAS,4410301,DCSH,ODCSH,"PREMIOS, RECOMPENSAS, PENSIONES DE GRACIA Y PENSION RECREATIVA ESTUDIANTIL.",33330,0,0,33330,0,0,0,33330
Subsidio federal,53101013,SG,3270101,DCSH,ODCSH,"Patentes, derechos de autor, regalías y otros",6000,0,0,6000,0,0,0,6000
Subsidio federal,53101013,SG,3360401,DCSH,ODCSH,Impresión y elaboración de material informativo derivado de la operación y administración,585000,0,73880,658880,0,0,0,658880
Ingresos propios adecuables,53101016,BMII,5150101,DCSH,ODCSH,Equipo de cómputo y de tecnologías de la información,0,120968.37,-120968.37,0,0,0,0,0
Ingresos propios adecuables,53101016,BMII,5210101,DCSH,ODCSH,Equipos y aparatos audiovisuales,0,0,0,0,0,0,0,0
Ingresos propios adecuables,53101016,BMII,5230101,DCSH,ODCSH,Cámaras fotográficas y de video,0,0,0,0,0,0,0,0
Subsidio federal,53101017,MS,2110101,DCSH,ODCSH,Papeleria y Articulos de Oficina,1000,0,5394.2,6394.2,0.01,0,6382.83,11.37
Subsidio federal,53101017,MS,2140101,DCSH,ODCSH,Materiales y útiles para el procesamiento en equipos y bienes informáticos,5500,0,0,5500,0,0,0,5500
Subsidio federal,53101017,MS,2150208,DCSH,ODCSH,Software no especializado,0,0,3999,3999,0,0,3999,0
Subsidio federal,53101017,MS,2170101,DCSH,ODCSH,Material didáctico,42000,0,-23700,18300,2000,0,4000,14300
Subsidio federal,53101017,MS,2460101,DCSH,ODCSH,Material eléctrico y electrónico,0,0,8305.8,8305.8,1987.55,0,7468.74,837.06
Subsidio federal,53101017,SG,3330101,DCSH,ODCSH,Servicios Profesionales Personas Físicas para servicios de desarrollo de aplicaciones informaticas,14000,0,-6233.86,7766.14,0,0,0,7766.14
Subsidio federal,53101017,SG,3360401,DCSH,ODCSH,Impresión y elaboración de material informativo derivado de la operación y administración,10000,0,-8642,1358,0,0,0,1358
Subsidio federal,53101017,SG,3610101,DCSH,ODCSH,Difusión de mensajes sobre programas y actividades institucionales.,0,0,8642,8642,1774,0,8641.93,0.07
Subsidio federal,53101017,SG,3790102,DCSH,ODCSH,Gastos de transportación para alumnos e invitados,7500,0,0,7500,0,0,6960,540
Subsidio federal,53101017,TAS,4410301,DCSH,ODCSH,"PREMIOS, RECOMPENSAS, PENSIONES DE GRACIA Y PENSION RECREATIVA ESTUDIANTIL.",0,0,10000,10000,0,0,0,10000
Subsidio federal,53101018,MS,2150101,DCSH,ODCSH,Material de apoyo informativo (áreas administrativas),0,0,15622.4,15622.4,0,0,15622.4,0
Subsidio federal,53101018,MS,2610301,DCSH,ODCSH,"Combustibles, lubricantes y aditivos",0,0,4400,4400,0,4400,4400,0
Subsidio federal,53101018,MS,2940101,DCSH,ODCSH,Refacciones y Accesorios para equipo de cómputo,0,0,14600,14600,14598.6,0,14598.6,1.4
Subsidio federal,53101018,SG,3360401,DCSH,ODCSH,Impresión y elaboración de material informativo derivado de la operación y administración,100000,0,-100000,0,0,0,0,0
Subsidio federal,53101018,SG,3530101,DCSH,ODCSH,Mantenimiento y conservación de bienes informáticos,80000,0,-80000,0,0,0,0,0
Subsidio federal,53101018,SG,3710401,DCSH,ODCSH,Pasajes aéreos nacionales,0,0,0,0,0,0,0,0
Subsidio federal,53101018,SG,3750401,DCSH,ODCSH,Viáticos en Territorio Nacional,0,0,3075,3075,0,3075,3075,0
Subsidio federal,53101018,SG,3830101,DCSH,ODCSH,Colaboración para Eventos,50000,0,-50000,0,0,0,0,0
Subsidio federal,53101018,BMII,5150101,DCSH,ODCSH,Equipo de cómputo y de tecnologías de la información,620987,0,207667.97,828654.97,741820,0,827915.2,739.77
Subsidio federal,53101018,BMII,5210101,DCSH,ODCSH,Equipos y aparatos audiovisuales,140000,0,-140000,0,0,0,0,0
Remanentes,53101019,MS,2940101,DCSH,ODCSH,Refacciones y Accesorios para equipo de cómputo,0,0,75000,75000,0,0,0,75000
Remanentes,53101019,SG,3330101,DCSH,ODCSH,Servicios Profesionales Personas Físicas para servicios de desarrollo de aplicaciones informaticas,0,0,32243.36,32243.36,0,0,0,32243.36
Remanentes,53101019,BMII,5150101,DCSH,ODCSH,Equipo de cómputo y de tecnologías de la información,0,0,905564,905564,841220.4,0,896784.4,8779.6
Subsidio federal,53101021,MS,2110101,DCSH,ODCSH,Papeleria y Articulos de Oficina,1000,0,-1000,0,0,0,0,0
Subsidio federal,53101021,MS,2940101,DCSH,ODCSH,Refacciones y Accesorios para equipo de cómputo,3000,0,-3000,0,0,0,0,0
Subsidio federal,53101021,SG,3330101,DCSH,ODCSH,Servicios Profesionales Personas Físicas para servicios de desarrollo de aplicaciones informaticas,80000,0,0,80000,0,0,0,80000
Subsidio federal,53101021,SG,3360101,DCSH,ODCSH,Servicios Profesionales Personas Físicas para servicios relacionados con traducciones,10000,0,0,10000,0,0,0,10000
Subsidio federal,53101021,SG,3360401,DCSH,ODCSH,Impresión y elaboración de material informativo derivado de la operación y administración,2000,0,0,2000,0,0,0,2000
Subsidio federal,53101021,SG,3710401,DCSH,ODCSH,Pasajes aéreos nacionales,8000,0,-8000,0,0,0,0,0
Subsidio federal,53101021,SG,3750401,DCSH,ODCSH,Viáticos en Territorio Nacional,5000,0,-5000,0,0,0,0,0
Subsidio federal,53102002,MS,2110101,DCSH,ODCSH,Papeleria y Articulos de Oficina,7000,0,0,7000,1201.44,0,6268.61,731.39
Subsidio federal,53102002,MS,2140101,DCSH,ODCSH,Materiales y útiles para el procesamiento en equipos y bienes informáticos,8000,0,0,8000,0,0,0,8000
Subsidio federal,53102002,MS,2230101,DCSH,ODCSH,Utensilios para el servicio de alimentación,1000,0,0,1000,0,0,0,1000
Subsidio federal,53102002,MS,2610301,DCSH,ODCSH,"Combustibles, lubricantes y aditivos",4500,0,-1556,2944,0,0,600,2344
Subsidio federal,53102002,MS,2940101,DCSH,ODCSH,Refacciones y Accesorios para equipo de cómputo,5000,0,0,5000,0,0,2166.01,2833.99
Subsidio federal,53102002,SG,3190201,DCSH,ODCSH,Contratación de otros servicios,20000,0,0,20000,0,0,0,20000
Subsidio federal,53102002,SG,3360401,DCSH,ODCSH,Impresión y elaboración de material informativo derivado de la operación y administración,25000,0,0,25000,0,0,0,25000
Subsidio federal,53102002,SG,3710401,DCSH,ODCSH,Pasajes aéreos nacionales,3500,0,0,3500,0,0,0,3500
Subsidio federal,53102002,SG,3720401,DCSH,ODCSH,Pasajes terrestres nacionales,3500,0,0,3500,0,0,0,3500
Subsidio federal,53102002,SG,3720402,DCSH,ODCSH,Peajes,3500,0,-1526,1974,0,0,0,1974
Subsidio federal,53102002,SG,3750401,DCSH,ODCSH,Viáticos en Territorio Nacional,8000,0,-2112,5888,0,0,0,5888
Subsidio federal,53102002,SG,3790102,DCSH,ODCSH,Gastos de transportación para alumnos e invitados,8000,0,-2112.82,5887.18,0,0,0,5887.18
Subsidio federal,53102002,SG,3790103,DCSH,ODCSH,Gastos de alimentación y  hospedaje  para alumnos e invitados,8000,0,0,8000,0,0,0,8000
Subsidio federal,53102002,SG,3830101,DCSH,ODCSH,Colaboración para Eventos,15000,0,-3398.86,11601.14,0,0,0,11601.14
Subsidio federal,53103001,MS,2110101,DCSH,ODCSH,Papeleria y Articulos de Oficina,3000,0,0,3000,0,0,0,3000
Subsidio federal,53103001,MS,2140101,DCSH,ODCSH,Materiales y útiles para el procesamiento en equipos y bienes informáticos,10000,0,-528,9472,0,0,0,9472
Subsidio federal,53103001,MS,2610301,DCSH,ODCSH,"Combustibles, lubricantes y aditivos",3000,0,-594,2406,0,0,0,2406
Subsidio federal,53103001,MS,2940101,DCSH,ODCSH,Refacciones y Accesorios para equipo de cómputo,5000,0,0,5000,0,0,0,5000
Subsidio federal,53103001,SG,3360401,DCSH,ODCSH,Impresión y elaboración de material informativo derivado de la operación y administración,23000,0,0,23000,0,0,0,23000
Subsidio federal,53103001,SG,3720402,DCSH,ODCSH,Peajes,2000,0,-654,1346,0,0,0,1346
Subsidio federal,53103001,SG,3750401,DCSH,ODCSH,Viáticos en Territorio Nacional,8000,0,0,8000,0,0,0,8000
Subsidio federal,53103001,SG,3790102,DCSH,ODCSH,Gastos de transportación para alumnos e invitados,8000,0,-305,7695,0,0,0,7695
Subsidio federal,53103001,SG,3790103,DCSH,ODCSH,Gastos de alimentación y  hospedaje  para alumnos e invitados,8000,0,-1356.09,6643.91,0,0,0,6643.91
Subsidio federal,53103001,SG,3840101,DCSH,ODCSH,Exposiciones,20000,0,0,20000,0,0,0,20000
Subsidio federal,53197002,MS,2110101,DCSH,ODCSH,Papeleria y Articulos de Oficina,5000,0,0,5000,0,0,0,5000
Subsidio federal,53197002,SG,3190201,DCSH,ODCSH,Contratación de otros servicios,5000,0,0,5000,0,0,4000,1000
Subsidio federal,53197002,SG,3330101,DCSH,ODCSH,Servicios Profesionales Personas Físicas para servicios de desarrollo de aplicaciones informaticas,40000,0,0,40000,0,0,0,40000
Subsidio federal,53197002,SG,3710401,DCSH,ODCSH,Pasajes aéreos nacionales,5000,0,0,5000,0,0,0,5000
Subsidio federal,53197002,SG,3720401,DCSH,ODCSH,Pasajes terrestres nacionales,5000,0,0,5000,0,0,0,5000
Subsidio federal,53197002,SG,3750401,DCSH,ODCSH,Viáticos en Territorio Nacional,10000,0,0,10000,0,0,0,10000
Subsidio federal,53197002,SG,3830101,DCSH,ODCSH,Colaboración para Eventos,10000,0,-3248,6752,0,0,0,6752
Subsidio federal,53199001,SP,1330101,DCSH,ODCSH,Tiempo Extraordinario,55683,0,-55683,0,0,0,0,0
Subsidio federal,53201002,MS,2110101,DCSH,SADCSH,Papeleria y Articulos de Oficina,42000,0,-2298.09,39701.91,30808.44,0,36629.8,3072.11
Subsidio federal,53201002,MS,2210401,DCSH,SADCSH,Productos alimenticios para el personal en las instalaciones,18000,0,-2640,15360,0,0,0,15360
Subsidio federal,53201002,MS,2610301,DCSH,SADCSH,"Combustibles, lubricantes y aditivos",7000,0,-1350,5650,0,0,0,5650
Subsidio federal,53201002,MS,2710102,DCSH,SADCSH,Uniformes Deportivos,12000,0,-8932,3068,0,0,0,3068
Subsidio federal,53201002,MS,2910101,DCSH,SADCSH,Herramientas Menores,1696,0,0,1696,0,0,0,1696
Subsidio federal,53201002,MS,2940101,DCSH,SADCSH,Refacciones y Accesorios para equipo de cómputo,20000,0,0,20000,-0.01,0,7367.01,12632.99
Subsidio federal,53201002,SG,3310101,DCSH,SADCSH,"Servicios Profesionales Personas Físicas para asesoria asociadas a convenios, tratados o acuerdos",0,0,299213.05,299213.05,0,0,16717.37,282495.68
Subsidio federal,53201002,SG,3330101,DCSH,SADCSH,Servicios Profesionales Personas Físicas para servicios de desarrollo de aplicaciones informaticas,372304,0,-215728.05,156575.95,0,19383.99,156575.95,0
Subsidio federal,53201002,SG,3360401,DCSH,SADCSH,Impresión y elaboración de material informativo derivado de la operación y administración,30000,0,0,30000,0,0,0,30000
Subsidio federal,53201002,SG,3710601,DCSH,SADCSH,Pasaje aéreos internacionales,10000,0,0,10000,0,0,0,10000
Subsidio federal,53201002,SG,3750401,DCSH,SADCSH,Viáticos en Territorio Nacional,20000,0,0,20000,0,0,0,20000
Subsidio federal,53201002,SG,3790102,DCSH,SADCSH,Gastos de transportación para alumnos e invitados,15000,0,0,15000,0,0,0,15000
Subsidio federal,53201002,SG,3830101,DCSH,SADCSH,Colaboración para Eventos,40000,0,-9775,30225,5336,0,5336,24889
Subsidio federal,53201007,MS,2610301,DCSH,SADCSH,"Combustibles, lubricantes y aditivos",5000,0,-320,4680,0,0,0,4680
Subsidio federal,53201007,MS,2930101,DCSH,SADCSH,"Refacciones y Accesorios Menores de  mobiliario, equipo de administración, educacional y recreativo",0,0,5912.52,5912.52,0,0,5912.52,0
Subsidio federal,53201007,MS,2940101,DCSH,SADCSH,Refacciones y Accesorios para equipo de cómputo,30000,0,35331.2,65331.2,0,0,65215.2,116
Subsidio federal,53201007,SG,3360401,DCSH,SADCSH,Impresión y elaboración de material informativo derivado de la operación y administración,20000,0,-16243.72,3756.28,0,0,0,3756.28
Subsidio federal,53201007,SG,3720402,DCSH,SADCSH,Peajes,2000,0,-2000,0,0,0,0,0
Subsidio federal,53201007,SG,3750401,DCSH,SADCSH,Viáticos en Territorio Nacional,10000,0,-10000,0,0,0,0,0
Subsidio federal,53201007,SG,3790102,DCSH,SADCSH,Gastos de transportación para alumnos e invitados,15000,0,-15000,0,0,0,0,0
Subsidio federal,53201007,SG,3830101,DCSH,SADCSH,Colaboración para Eventos,30000,0,0,30000,0,0,0,30000
Subsidio federal,53301004,MS,2150206,DCSH,DAH,"Material audio-videográfico (películas, audios, fotografías, videos), en diferentes formatos y tamaños.",0,0,81834.52,81834.52,0,0,81834.52,0
Subsidio federal,53301004,MS,2940101,DCSH,DAH,Refacciones y Accesorios para equipo de cómputo,15000,0,-13666,1334,0,0,0,1334
Subsidio federal,53301004,SG,3330101,DCSH,DAH,Servicios Profesionales Personas Físicas para servicios de desarrollo de aplicaciones informaticas,50000,0,-49356.04,643.96,0,0,0,643.96
Subsidio federal,53301004,SG,3340101,DCSH,DAH,Servicios Profesionales Personas Físicas para servicios de capacitacion,50000,0,-42725.04,7274.96,0,0,0,7274.96
Subsidio federal,53301004,SG,3360401,DCSH,DAH,Impresión y elaboración de material informativo derivado de la operación y administración,100000,0,-50000,50000,0,0,0,50000
Subsidio federal,53301004,SG,3830101,DCSH,DAH,Colaboración para Eventos,50000,0,0,50000,0,0,0,50000
Subsidio federal,53301027,SG,3830101,DCSH,DAH,Colaboración para Eventos,20000,0,0,20000,0,0,20000,0
Subsidio federal,53301028,MS,2150206,DCSH,DAH,"Material audio-videográfico (películas, audios, fotografías, videos), en diferentes formatos y tamaños.",0,0,6882.28,6882.28,5433.44,0,5433.44,1448.84
Subsidio federal,53301028,SG,3570101,DCSH,DAH,Mantenimiento y conservación de maquinaria y equipo,20000,0,-3961.32,16038.68,0,0,0,16038.68
Subsidio federal,53301028,BMII,5150101,DCSH,DAH,Equipo de cómputo y de tecnologías de la información,100000,0,-9334,90666,0,0,90410.4,255.6
Subsidio federal,53301028,BMII,5230101,DCSH,DAH,Cámaras fotográficas y de video,95000,0,24825.6,119825.6,87928,0,117914,1911.6
Subsidio federal,53301030,MS,2940101,DCSH,DAH,Refacciones y Accesorios para equipo de cómputo,15000,0,0,15000,0,0,0,15000
Subsidio federal,53301030,SG,3190401,DCSH,DAH,Servicios integrales de infraestructura de cómputo,5000,0,0,5000,0,0,0,5000
